PublishedDate|Language|Alert_definition|PT|Title|Content|Id|LinkURI
2023-10-26T02:31:54Z|en|flood|all|"Hurricane Otis unleashes massive <b>flooding</b>, triggers landslides in Mexico | World News"|... and dangerous Category 5 hurricane Wednesday, unleashing massive <b>flooding</b> in the resort city of Acapulco, sending sheets of earth down steep...|tag:google.com,2013:googlealerts/feed:16955484623058486823|https://jamaica-gleaner.com/article/world-news/20231025/hurricane-otis-unleashes-massive-flooding-triggers-landslides-mexico
2023-10-26T01:03:46Z|en|flood|all|Amid tragedy, social worker offers strategies to help grieving children - SooToday.com|Alex <b>Flood</b> 25 minutes ago. Share by Email &middot; Share on Facebook &middot; Share on Twitter &middot; Share on LinkedIn. Print. Share via Text Message. Sault Ste&nbsp;...|tag:google.com,2013:googlealerts/feed:3550396513122124918|https://www.sootoday.com/local-news/amid-tragedy-social-worker-offers-strategies-to-help-grieving-children-7736064
2023-10-26T00:16:24Z|en|flood|all|Beavers: our unsung climate heroes - Wildsight|... <b>flooding</b>. Communities that have suffered extreme <b>flood</b> events over the past few years are concerned about logging in upper parts of the watershed&nbsp;...|tag:google.com,2013:googlealerts/feed:18432508118236059474|https://wildsight.ca/2023/10/25/beavers-our-unsung-climate-heroes/
2023-10-25T23:34:47Z|en|flood|all|Hurricane Otis unleashes massive <b>flooding</b> in Acapulco, triggers landslides before dissipating|ACAPULCO, Mexico (AP) — Hurricane Otis slammed Mexico&#39;s southern Pacific coast as a powerful and dangerous Category 5 hurricane Wednesday,&nbsp;...|tag:google.com,2013:googlealerts/feed:5469166439138759177|https://www.thestar.com/news/world/americas/hurricane-otis-unleashes-massive-flooding-in-acapulco-triggers-landslides-before-dissipating/article_43cb1325-273f-52d8-9be1-ad4ac15be30b.html
2023-10-25T23:08:11Z|en|flood|all|Hurricane Otis unleashes massive <b>flooding</b> in Acapulco, triggers landslides before dissipating|... <b>flooding</b> in the resort city of Acapulco, sending sheets of earth down steep mountainsides, and leaving large swaths of the state of Guerrero&nbsp;...|tag:google.com,2013:googlealerts/feed:13256051018148270638|https://www.winnipegfreepress.com/arts-and-life/life/greenpage/2023/10/25/eye-of-hurricane-otis-makes-landfall-near-mexicos-acapulco-resort-as-catastrophic-category-5-storm
2023-10-25T19:03:59Z|en|flood|all|School board feeling &#39;immense impact of the tragic events&#39; - Sault Ste. Marie News|Alex <b>Flood</b> about 2 hours ago. Share by Email &middot; Share on ... About the Author: Alex <b>Flood</b>. Alex is a recent graduate from the College&nbsp;...|tag:google.com,2013:googlealerts/feed:7046308858424014673|https://www.sootoday.com/local-news/school-board-feeling-immense-impact-of-the-tragic-events-7733914
2023-10-25T17:55:01Z|en|flood|all|Drought reveals cracks in Canada-U.S. Columbia River Treaty as B.C. lake dries up|... <b>flood</b> control and power purposes, and for a sharing of the benefits associated with those developments.” The treaty was forged after catastrophic&nbsp;...|tag:google.com,2013:googlealerts/feed:2440541913875862753|https://lethbridgenewsnow.com/2023/10/25/drought-reveals-cracks-in-canada-u-s-columbia-river-treaty-as-b-c-lake-dries-up/
2023-10-25T17:09:47Z|en|flood|all|Hurricane Otis batters Acapulco before weakening over southern Mexico - Barrie 360|... <b>flooded</b> hotel rooms with collapsed ceilings, and rubble and downed trees lining the streets. Persistent rain and <b>flooding</b> made it difficult to move.|tag:google.com,2013:googlealerts/feed:17702530601881402191|https://barrie360.com/hurricane-otis-batters-acapulco/
2023-10-25T16:53:37Z|en|flood|all|Vermont ski town says it&#39;s &#39;waiting with open arms&#39; for the winter season after severe <b>flooding</b>|The post office reopened two weeks ago, though the town&#39;s <b>flood</b>-damaged grocery store remains closed. Businesses that were not physically damaged by&nbsp;...|tag:google.com,2013:googlealerts/feed:13338490986243202166|https://www.msn.com/en-ca/travel/news/vermont-ski-town-says-it-s-waiting-with-open-arms-for-the-winter-season-after-severe-flooding/ar-AA1iNCGm
2023-10-25T16:12:58Z|en|flood|all|Water Safety Statement issued for creeks in North Bay - BayToday.ca|... <b>Flood</b> Duty Officer. “Flows from upstream dams on the Ottawa River have been increasing over the past week. Significant rain is forecast between&nbsp;...|tag:google.com,2013:googlealerts/feed:17784891666970015401|https://www.baytoday.ca/local-news/water-safety-statement-issued-for-creeks-in-north-bay-7733697
2023-10-25T16:04:23Z|en|flood|all|<b>Flood</b> Outlook for Mattawa; Water Safety statement North Bay|<b>Flood</b> Outlook gives early notice of the potential for <b>flooding</b> based on weather forecasts calling for heavy rain, snow melt, high wind or other&nbsp;...|tag:google.com,2013:googlealerts/feed:6038797697798161589|https://www.northbaynipissing.com/news/flood-outlook-for-mattawa-water-safety-statement-for-north-bay/article_65755589-bcf7-5f87-9fb2-aa0a1aa1b0a4.html
2023-10-25T15:33:59Z|en|flood|all|Hurricane Otis weakens over southern Mexico after battering Acapulco - Westerly News|... <b>floods</b>. Otis was about 60 miles (100 kilometers) north-northwest of Acapulco with its maximum sustained winds decreasing to 110 mph (175 kph) and&nbsp;...|tag:google.com,2013:googlealerts/feed:5465666799084928423|https://www.westerlynews.ca/news/hurricane-otis-weakens-over-southern-mexico-after-battering-acapulco-6526594
2023-10-25T15:08:14Z|en|flood|all|Climate Change in Saskatoon|Unpredictable rainfall: increased drought in the summer and increased <b>flooding</b> as more of our rain falls in heavy storms. More days with poor air&nbsp;...|tag:google.com,2013:googlealerts/feed:4311948430235863149|https://www.saskatoon.ca/environmental-initiatives/climate-change/climate-change-saskatoon
2023-10-25T15:01:32Z|en|flood|all|Hurricane Otis weakens over southern Mexico after battering Acapulco - Trail Times|Downed trees, persistent rain and <b>flooding</b> made it difficult to move. The 5 ... <b>floods</b>. Otis was about 60 miles (100 kilometers) north-northwest of&nbsp;...|tag:google.com,2013:googlealerts/feed:14599943408716282255|https://www.trailtimes.ca/news/hurricane-otis-weakens-over-southern-mexico-after-battering-acapulco-6526594
2023-10-25T14:49:56Z|en|flood|all|Somerset: <b>Flooding</b> causes closure of A358 between Ilminster and Chard|A major A-road in Somerset remains closed because of <b>flooding</b> after heavy rainfall overnight. The A358, which is the main road between Ilminster&nbsp;...|tag:google.com,2013:googlealerts/feed:11850447425927825880|https://ca.finance.yahoo.com/news/somerset-floods-close-a358-between-090800589.html
2023-10-25T14:48:22Z|en|flood|all|Storm Babet <b>flood</b> victims could be eligible for £500 cash grants - Yahoo Finance Canada|People affected by <b>flooding</b> from Storm Babet could be eligible for a £500 cash grant, council tax relief or funding towards repairs and <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:473110068767993452|https://ca.finance.yahoo.com/news/storm-babet-flood-victims-could-131513672.html
2023-10-25T14:48:01Z|en|flood|all|Born after Superstorm Sandy&#39;s destruction, 2 big <b>flood</b> control projects ... - Yahoo Finance Canada|HOBOKEN, N.J. (AP) — A decade after they were first envisioned in the aftermath of Superstorm Sandy &#39;s destruction, two of the largest <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:9832655060978149312|https://ca.finance.yahoo.com/news/born-superstorm-sandys-destruction-2-042901891.html
2023-10-26T04:04:47Z|fr|inondation|all|"Actualité, faits divers et nouvelles en direct | 25 octobre 2023"|Il aurait profité illégalement de subventions à la suite des <b>inondations</b> historiques de 2019. Il y a 11 heures. Nombre de commentaires : Politique.|tag:google.com,2013:googlealerts/feed:13269303863234488467|https://www.tvanouvelles.ca/actualites/archives/2023/10/25
2023-10-27T05:12:18Z|en|flood|all|"Acapulco residents left in <b>flooded</b> and windblown chaos | World News - Jamaica Gleaner"|ACAPULCO (AP) A day after Hurricane Otis roared ashore in Acapulco, unleashing massive <b>floods</b> and setting off looting, the resort city of nearly&nbsp;...|tag:google.com,2013:googlealerts/feed:18426703596412564798|https://jamaica-gleaner.com/article/world-news/20231027/acapulco-residents-left-flooded-and-windblown-chaos
2023-10-27T00:06:55Z|en|flood|all|Further <b>flooding</b> forecast as more heavy rain falls over Scotland - Yahoo Sports|The latest Scottish <b>Flood</b> Forecast said “significant <b>flooding</b> impacts” are likely in the north east on Thursday, Friday and Saturday due to more&nbsp;...|tag:google.com,2013:googlealerts/feed:8998220059423332881|https://ca.sports.yahoo.com/news/further-flooding-forecast-more-heavy-161357487.html
2023-10-26T22:56:02Z|en|flood|all|<b>Flood</b>-damaged N.S. trails to be fixed - CTV News Atlantic|The N.S. government is spending $5 million to fix trails that were damaged by historic <b>flooding</b> in July.|tag:google.com,2013:googlealerts/feed:11758041825524428826|https://atlantic.ctvnews.ca/video%3FclipId%3D2794426
2023-10-26T19:21:41Z|en|flood|all|"<b>Flood</b> Prevention | City of Victoria"|Leaves and debris can collect in gutters and block storm drains, causing roads and properties to <b>flood</b>. While blockages can happen at any time of year&nbsp;...|tag:google.com,2013:googlealerts/feed:10544479109981517173|https://www.victoria.ca/home-property/flood-prevention
2023-10-26T17:49:40Z|en|flood|all|"$5 million from province to repair trails after summer <b>floods</b> | 101.5 The Hawk"|The province is investing $5 million to fix up trails damaged from the <b>floods</b> this past July. Non-profit organization NS Trails will be helping&nbsp;...|tag:google.com,2013:googlealerts/feed:8978389929832998997|https://www.1015thehawk.com/2023/10/26/51445/
2023-10-26T17:05:47Z|en|flood|all|Amid tragedy, social worker offers strategies to help grieving children - Elliot Lake News|Alex <b>Flood</b> about 4 hours ago. Share by Email &middot; Share on ... About the Author: Alex <b>Flood</b>. Alex is a recent graduate from the College&nbsp;...|tag:google.com,2013:googlealerts/feed:818610175925696089|https://www.elliotlaketoday.com/local-news/amid-tragedy-social-worker-offers-strategies-to-help-grieving-children-7738238
2023-10-26T16:21:27Z|en|flood|all|Hammonds Plains woman taking developer to court over <b>flooding</b>, property damage - CBC|A woman in Hammonds Plains, N.S., says a new development next to her property has led to <b>flooding</b> and other damage on her property,&nbsp;...|tag:google.com,2013:googlealerts/feed:8650094118875701743|https://www.cbc.ca/news/canada/nova-scotia/pockwock-damaged-home-development-court-1.7007460
2023-10-26T15:44:28Z|en|flood|all|"Nova Scotia announces $5M in funding to repair trails damaged in July <b>floods</b> | CBC News"|The province says it will provide $5 million to help repair more than 45 trails in Nova Scotia that were damaged by <b>flooding</b> this summer.|tag:google.com,2013:googlealerts/feed:11416508574815100026|https://www.cbc.ca/news/canada/nova-scotia/trails-flooding-repairs-five-million-dollars-funding-1.7008759
2023-10-26T15:39:27Z|en|flood|all|Video: Acapulco residents left in <b>flooded</b>, windblown chaos - The Globe and Mail|Acapulco residents left in <b>flooded</b>, windblown chaos ... The early images and accounts were of extensive devastation, toppled trees and power lines lying&nbsp;...|tag:google.com,2013:googlealerts/feed:4549131172313809195|https://www.theglobeandmail.com/world/video-acapulco-residents-left-in-flooded-windblown-chaos/
2023-10-26T15:27:52Z|en|flood|all|More than 45 trails damaged by historic N.S. <b>flooding</b> to be fixed - CTV News Atlantic|The Nova Scotia government is spending $5 million to fix trails damaged by <b>flooding</b> following a massive rainfall in July.|tag:google.com,2013:googlealerts/feed:6610033092440525245|https://atlantic.ctvnews.ca/more-than-45-trails-damaged-by-historic-n-s-flooding-to-be-fixed-1.6618129
2023-10-26T15:22:52Z|en|flood|all|Appeal launched to help South Yorkshire Storm Babet <b>flood</b> victims|Around 165 homes in South Yorkshire have been damaged by <b>flooding</b> caused by Storm Babet.|tag:google.com,2013:googlealerts/feed:16437342241759534906|https://ca.finance.yahoo.com/news/appeal-launched-help-south-yorkshire-123937335.html
2023-10-26T15:22:15Z|en|flood|all|Climate crisis costing $16M an hour in extreme weather damage - National Observer|A new analysis shows at least $2.8 trillion in damage from 2000 to 2019 through worsened storms, <b>floods</b> and heat waves ... Heatwaves, <b>flood</b> and fire:&nbsp;...|tag:google.com,2013:googlealerts/feed:2565825285207162892|https://www.nationalobserver.com/2023/10/26/news/climate-crisis-costing-16m-hour-extreme-weather-damage
2023-10-26T15:19:27Z|en|flood|all|At least 27 killed by &#39;disastrous&#39; Hurricane Otis as Mexico counts cost - The Weather Network|Otis <b>flooded</b> streets, ripped roofs off homes and hotels and severed communications, road and air access, leaving a trail of devastation across&nbsp;...|tag:google.com,2013:googlealerts/feed:16967335037666612681|https://www.theweathernetwork.com/en/news/weather/severe/at-least-27-killed-by-disastrous-hurricane-otis-as-mexico-counts-cost
2023-10-26T14:20:49Z|en|flood|all|City to challenge Mississauga development over <b>flood</b> risks|... <b>flood</b> risk projects. “I want to have faith in the OLT and I want to believe that even as we build 1.5 million homes, that we don&#39;t build them such&nbsp;...|tag:google.com,2013:googlealerts/feed:8212492153195917671|https://www.mississauga.com/news/council/city-to-challenge-1-000-unit-mississauga-development-over-potential-flood-risks/article_d8dd7eb3-287d-565c-9b4f-7f98d92455b1.html
2023-10-26T13:48:41Z|en|flood|all|"Mexican authorities report 27 people killed by Hurricane Otis | Lethbridge News Now"|Otis roared ashore in Acapulco early Wednesday, unleashing massive <b>floods</b>. The resort city of nearly 1 million descended into chaos. There was looting&nbsp;...|tag:google.com,2013:googlealerts/feed:9275262230370088824|https://lethbridgenewsnow.com/2023/10/26/mexican-authorities-report-27-people-killed-by-hurricane-otis/
2023-10-26T13:41:03Z|en|flood|all|Funding for <b>Flood</b>-Damaged Trails Across the Province - Government of Nova Scotia|NOTE: A list of trails being repaired and trail organizations follows this release. Trails in Nova Scotia that were damaged in the July <b>floods</b> play an&nbsp;...|tag:google.com,2013:googlealerts/feed:17720398109339550647|https://novascotia.ca/news/release/%3Fid%3D20231026001
2023-10-26T13:20:30Z|en|flood|all|Acapulco residents left in <b>flooded</b> and windblown chaos with hurricane&#39;s toll still unknown|If you agree, MSN and Microsoft Bing will personalise the content and ads that you see. You can select &#39;I Accept&#39; to consent to these uses or click on&nbsp;...|tag:google.com,2013:googlealerts/feed:17278039160658374474|https://www.msn.com/en-ca/weather/other/acapulco-residents-left-in-flooded-and-windblown-chaos-with-hurricane-s-toll-still-unknown/vi-AA1iSZzX
2023-10-26T12:42:27Z|en|flood|all|Cracks revealed in Canada-U. S. Columbia River Treaty as drought dries up B.C. lake|... <b>flood</b> control and power purposes, and for a sharing of the benefits associated with those developments.&quot; The treaty was forged after catastrophic&nbsp;...|tag:google.com,2013:googlealerts/feed:18351536279676276587|https://www.nationalobserver.com/2023/10/26/news/cracks-revealed-canada-u-s-columbia-river-treaty-drought-dries-bc-lake
2023-10-26T12:41:30Z|en|flood|all|RMWB council approves $13.9 million for <b>flood</b> mitigation of TaigaNova&#39;s northern portion|The funding will go towards <b>flood</b> mitigation of TaigaNova Industrial Park&#39;s northern portion. Most <b>flood</b> mitigation will be done by 2026.|tag:google.com,2013:googlealerts/feed:3944701004232307769|https://www.fortmcmurraytoday.com/news/rmwb-council-approves-13-9-million-for-flood-mitigation-of-taiganovas-northern-portion
2023-10-26T12:14:00Z|en|flood|all|Wildland communities unprepared for escalating wildfires – study|Catastrophe &amp; <b>Flood</b>. By Mika Pangilinan. Oct 26, 2023 Share. Canada has not adequately prepared wildland residential areas for wildfires, according&nbsp;...|tag:google.com,2013:googlealerts/feed:8246508069788558874|https://www.insurancebusinessmag.com/ca/news/catastrophe/wildland-communities-unprepared-for-escalating-wildfires--study-464478.aspx
2023-10-28T03:19:34Z|en|flood|all|<b>Flood</b> watch issued for North Bay|The North Bay-Mattawa Conservation Authority has issued a <b>flood</b> watch for creeks throughout the City of North Bay.|tag:google.com,2013:googlealerts/feed:15550473625325240852|https://www.nugget.ca/news/flood-watch-issued-for-north-bay
2023-10-28T00:37:54Z|en|flood|all|"Analysis: War misinformation <b>flooding</b> social media | CP24.com"|Analysis: War misinformation <b>flooding</b> social media; CIty considering uploading Gardiner and DVP; Physician received antisemitic &#39;death threat&#39;; Code&nbsp;...|tag:google.com,2013:googlealerts/feed:14108298101498121501|https://www.cp24.com/video%3FclipId%3D2795850
2023-10-27T23:45:57Z|en|flood|all|Lumber policies “not seeing forest for the trees” - Grand Forks Gazette|That led to wildfires and droughts and <b>floods</b>. It&#39;s the genesis of the discussion we had in Rock Creek.” His paper looked at every Royal Commission on&nbsp;...|tag:google.com,2013:googlealerts/feed:4433388023553392171|https://www.grandforksgazette.ca/news/lumber-policies-not-seeing-forest-for-the-trees-6527900
2023-10-27T23:17:20Z|en|flood|all|"TD Support for Lewiston | TD Stories"|Want to learn more about Our Communities? TD Bank Donates $150,000 to Vermont <b>Flood</b> Relief Efforts, Offers Customer Support Program &middot; TD Bank&nbsp;...|tag:google.com,2013:googlealerts/feed:8386259184846789259|https://stories.td.com/us/en/article/td-support-for-lewiston
2023-10-27T22:04:06Z|en|flood|all|Kamloops ESS helped thousands of wildfire, <b>flood</b> evacuees this year, city manager says|Beatty said about 47 volunteers helped more than 130 <b>flooding</b> evacuees. The ESS centre remained open until May 25. The centre was activated again on&nbsp;...|tag:google.com,2013:googlealerts/feed:11417991133928946283|https://www.castanet.net/news/Kamloops/453187/Kamloops-ESS-helped-thousands-of-wildfire-flood-evacuees-this-year-city-manager-says
2023-10-27T22:00:14Z|en|flood|all|"Why there&#39;s a <b>flood</b> of misinformation about the Israel-Hamas war | CBC.ca"|&#39;I have never seen this amount of misinformation and disinformation surrounding a conflict,&#39; said Layla Mashkoor, a Dubai-based associate editor&nbsp;...|tag:google.com,2013:googlealerts/feed:2624984401797284174|https://www.cbc.ca/player/play/2277403203550
2023-10-27T22:00:14Z|en|flood|all|"How encrypted messaging apps spread war misinformation | CBC.ca"|Why there&#39;s a <b>flood</b> of misinformation about the Israel-Hamas war. CBC News. 1 hour ago &middot; Duration 2:25. Japan&#39;s largest military buildup since Second&nbsp;...|tag:google.com,2013:googlealerts/feed:6476773629876539345|https://www.cbc.ca/player/play/2277410371667
2023-10-27T21:47:43Z|en|flood|all|"2023-10-27 | TSXV:EVOC.P | Press Release | Evocati Capital Resources Inc - Stockhouse"|"2023-10-27 | TSXV:EVOC.P) Evocati Capital Resources Inc. Appoints Denis <b>Flood</b>, P. Eng. as Chief Executive Officer and Announces Results of Annual&nbsp;..."|tag:google.com,2013:googlealerts/feed:13268182919118296248|https://stockhouse.com/news/press-releases/2023/10/27/evocati-capital-resources-inc-appoints-denis-flood-p-eng-as-chief-executive
2023-10-27T20:40:24Z|en|flood|all|Board of Directors Meeting Agenda for November 2 - Hamilton Conservation Authority|Click here for more information. <b>Flood</b> Status: <b>Flood</b> Status Inicator. Click here for more information. Lake Ontario Shoreline Status: Lake Ontario&nbsp;...|tag:google.com,2013:googlealerts/feed:15632467429931748285|https://conservationhamilton.ca/board-of-directors-meeting-agenda-for-november-2/
2023-10-27T19:01:10Z|en|flood|all|"Defence&#39;s fight for internal police documents continues in &#39;Freedom Convoy&#39; trial | CP24.com"|&#39;<b>Flood</b> the city&#39;: video of &#39;Freedom Convoy&#39; organizers&#39; shown at trial. The defence had only received heavily redacted emails in response, which&nbsp;...|tag:google.com,2013:googlealerts/feed:7143823981006650630|https://www.cp24.com/news/defence-s-fight-for-internal-police-documents-continues-in-freedom-convoy-trial-1.6620293
2023-10-27T18:57:22Z|en|flood|all|"The 2023 candidates: Hay River South | CBC News"|The biggest issue for Hay River residents and businesses is that of <b>flood</b> and fire recovery for those who have been and continue to be displaced from&nbsp;...|tag:google.com,2013:googlealerts/feed:14592277383648585397|https://www.cbc.ca/news/canada/north/hay-river-south-1.7008245
2023-10-27T18:03:52Z|en|flood|all|The dollars and sense of preserving our green space - MSN|This is a total arrived at by calculating the extent to which the trail supports environmental resilience (from <b>flood</b> mitigation to carbon&nbsp;...|tag:google.com,2013:googlealerts/feed:6417777670201052063|https://www.msn.com/en-ca/travel/news/the-dollars-and-sense-of-preserving-our-green-space/ar-AA1iX1oF%3Focid%3Dfinance-verthp-feeds
2023-10-27T17:17:48Z|en|flood|all|Essex Admin directed to review <b>flooding</b> subsidies - The Hamilton Spectator|She asked Council to direct administration to review the current <b>flooding</b> subsidy programs and prepare a report, including recommendations for changes&nbsp;...|tag:google.com,2013:googlealerts/feed:16382740758631785991|https://www.thespec.com/news/canada/essex-admin-directed-to-review-flooding-subsidies/article_20d28741-a4ec-5b4f-b98c-515797174591.html
2023-10-27T16:02:17Z|en|flood|all|Opinion: The <b>floods</b> of September: A found poem about extreme weather - The Globe and Mail|This piece was assembled using phrases from news reports of large <b>floods</b> in 12 countries that took place between Sept. 1-17, 2023. The <b>floods</b> of&nbsp;...|tag:google.com,2013:googlealerts/feed:4683001381276334220|https://www.theglobeandmail.com/opinion/article-the-floods-of-september-a-found-poem-about-extreme-weather/
2023-10-27T14:46:29Z|en|flood|all|Maitland Conservation board members review three-year work plan, watershed strategy|These areas are Corporate, <b>Flood</b>/Erosion Safety, Watershed Stewardship, Conservation Areas and Drinking Water Source Protection. Drinking Water Source&nbsp;...|tag:google.com,2013:googlealerts/feed:8320319766310749468|https://www.pentictonherald.ca/spare_news/article_ff7aa90d-2673-52ee-92c5-260b41b51fa2.html
2023-10-27T14:28:32Z|en|flood|all|"Nova Scotia announces $47.3M program to improve spotty cellphone coverage | CBC News"|the top of a cell tower. The lack of cellphone coverage in parts of the Annapolis Valley was highlighted during flash <b>flooding</b> that hit the&nbsp;...|tag:google.com,2013:googlealerts/feed:2622314574181215129|https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-investment-cell-coverage-improvement-1.7009257
2023-10-27T14:20:25Z|en|flood|all|Ontario Strengthens Emergency Preparedness to Keep People and Communities Safe|... <b>flood</b>, wildland fire or severe storm impacts our province.” Funding will ensure communities can respond to any type of emergency and will be&nbsp;...|tag:google.com,2013:googlealerts/feed:2215642278260672407|https://news.ontario.ca/en/release/1003707/ontario_strengthens_emergency_preparedness_to_keep_people_and_communities_safe
2023-10-27T11:07:32Z|en|flood|all|Price shocker as Oshawa Power users face rate hikes Nov. 1|... <b>flood</b> risks. news &middot; City to challenge 1,000-unit Mississauga development over potential <b>flood</b> risks. 11 hrs ago. Boy, 17, dies after altercation with&nbsp;...|tag:google.com,2013:googlealerts/feed:9747414359980236500|https://www.durhamregion.com/news/price-shocker-as-oshawa-power-users-face-rate-hikes-nov-1/article_0fa9862b-a8a2-533c-8392-b7d9bfb8d8c6.html
2023-10-27T10:34:30Z|en|flood|all|Province to Spend $5 million to repair Trails Damaged by July <b>Floods</b>, Including Some in the ...|The province is committing $5 million to fix trails that were damaged in the July <b>floods</b>, including some in the local area. Non profit group NS&nbsp;...|tag:google.com,2013:googlealerts/feed:13708793679420925798|https://www.989xfm.ca/province-to-spend-5-million-to-repair-trails-damaged-by-july-floods-including-some-in-the-local-area/
2023-10-27T09:23:50Z|en|flood|all|Holme: Waters recede in Nottinghamshire village cut off by <b>flooding</b> - Yahoo News Canada|Phil Farmer, who represents the village of Holme, about four miles north of Newark, said <b>flood</b> water around the area has receded. Roads leading to&nbsp;...|tag:google.com,2013:googlealerts/feed:9335128070406079184|https://ca.news.yahoo.com/holme-waters-recede-nottinghamshire-village-200732420.html
2023-10-27T21:31:31Z|fr|inondation|all|<b>Inondations</b>: bientôt la construction d&#39;une nouvelle route à Edmundston - Acadie Nouvelle|Les travaux de construction d&#39;une route temporaire à deux voies sur la route 120 à Edmundston commenceront le 30 octobre. Cette partie de la route&nbsp;...|tag:google.com,2013:googlealerts/feed:14211020007861372942|https://www.acadienouvelle.com/actualites/2023/10/27/inondations-bientot-la-construction-dune-nouvelle-route-a-edmundston/
2023-10-27T14:13:12Z|fr|inondation|all|L&#39;Ontario renforce la protection civile pour assurer la sécurité des gens et des collectivités|... <b>inondation</b>, incendie de forêt ou tempête grave touchera notre province. » Le financement permettra aux collectivités de répondre à tout type d&nbsp;...|tag:google.com,2013:googlealerts/feed:8760598850150327460|https://news.ontario.ca/fr/release/1003707/lontario-renforce-la-protection-civile-pour-assurer-la-securite-des-gens-et-des-collectivites
2023-10-27T12:32:28Z|fr|inondation|all|La journée de la Fierté en éducation au N.-B. a favorisé le refus à la politique 713|Cependant, les registres montrent une <b>inondation</b> de communication après la diffusion de l&#39;annonce de l&#39;événement de la Fierté, qui faisait la&nbsp;...|tag:google.com,2013:googlealerts/feed:8235630149273524476|https://www.canadafrancais.com/nouvelles-nationales/la-journee-de-la-fierte-en-education-au-n-b-a-favorise-le-refus-a-la-politique-713/
2023-10-29T01:09:49Z|en|flood|all|"Mexico&#39;s civil defense authorities say death toll from Hurricane Otis climbs to 39 | CP24.com"|Hurricane Otis rapidly grows into Category 4 storm off Mexico&#39;s Pacific coast heading for Acapulco &middot; Hurricane Otis unleashes massive <b>flooding</b> in&nbsp;...|tag:google.com,2013:googlealerts/feed:4719896523149424657|https://www.cp24.com/world/mexico-s-civil-defense-authorities-say-death-toll-from-hurricane-otis-climbs-to-39-1.6621519
2023-10-29T01:02:24Z|en|flood|all|Sundre interpretive nature boardwalk&#39;s backbone complete - MountainviewToday.ca|... <b>flood</b> control berm. Previous Next. 1 / 2 From left: Project lead Mike Beukeboom with his trusty team of all-but tireless volunteers Jack Berry&nbsp;...|tag:google.com,2013:googlealerts/feed:12221361578038486176|https://www.mountainviewtoday.ca/sundre-news/sundre-interpretive-nature-boardwalks-backbone-complete-7703139
2023-10-28T20:33:18Z|en|flood|all|Hastings shopping centre evacuated after major <b>floods</b> - Yahoo Finance Canada|The fire service is dealing with <b>flooding</b> in the centre of Hastings after heavy rain.|tag:google.com,2013:googlealerts/feed:9548910865724779972|https://ca.finance.yahoo.com/news/heavy-rain-causes-travel-disruption-103928859.html
2023-10-28T20:33:14Z|en|flood|all|<b>Flood</b> warning issued by the NWS for Collin County until Sunday afternoon|A <b>flood</b> warning was issued by the NWS Fort Worth TX on Saturday at 1:34 p.m.. Minor <b>flooding</b> is forecast for East Fork Trinity River at McKinney&nbsp;...|tag:google.com,2013:googlealerts/feed:8314797689418342893|https://ca.finance.yahoo.com/news/flood-warning-issued-nws-collin-184900619.html
2023-10-28T18:14:46Z|en|flood|all|Looking back on the Calgary Flames at the 2011 Heritage Classic - FlamesNation|... <b>flood</b> the ice – the ice was too brittle due to the conditions – and had to be <b>flooded</b> manually instead. The sun went down by the beginning of the&nbsp;...|tag:google.com,2013:googlealerts/feed:6276563078617379956|https://flamesnation.ca/news/looking-back-on-the-calgary-flames-at-the-2011-heritage-classic
2023-10-28T17:54:36Z|en|flood|all|"Column: Greater Sudbury too desperate for development | Northern News"|... <b>flood</b> plain. The fact that one cannot build on a <b>flood</b> plain (but you can pave over it with a parking lot) created a situation where the developer&nbsp;...|tag:google.com,2013:googlealerts/feed:14812414417908897804|https://www.northernnews.ca/opinion/columnists/column-greater-sudbury-too-desperate-for-development
2023-10-28T17:49:12Z|en|flood|all|"Should private utility systems be banned? | News | pentictonherald.ca"|The proposal stems from a <b>flood</b> of requests in recent years for the ... <b>flooding</b>. The decision ran counter to the RDOS&#39;s own utility acquisition&nbsp;...|tag:google.com,2013:googlealerts/feed:12770154548406487459|https://www.pentictonherald.ca/news/article_209af06e-74f9-11ee-9876-67e61198e70d.html
2023-10-28T16:17:52Z|en|flood|all|Analysis: War misinformation <b>flooding</b> social media - CTV News Toronto|Carmen Celestini with the Disinformation Project discusses the online misinformation about Israel-Hamas war.|tag:google.com,2013:googlealerts/feed:14700598090860292918|https://toronto.ctvnews.ca/video%3FclipId%3D2795850
2023-10-28T15:56:02Z|en|flood|all|<b>Flood</b>-risk Fiskerton residents allowed to return home|Homes which had been at risk of <b>flooding</b> are now deemed safe, officials say.|tag:google.com,2013:googlealerts/feed:11797457655562252604|https://ca.news.yahoo.com/flood-risk-fiskerton-residents-allowed-151609541.html
2023-10-28T15:31:27Z|en|flood|all|Drought reveals cracks in Canada-U.S. Columbia River Treaty as B.C. lake dries up - CBC|... <b>flood</b> control and power purposes, and for a sharing of the benefits ... It led to the creation of three dams in B.C. and a fourth in Montana in the&nbsp;...|tag:google.com,2013:googlealerts/feed:14165310361334230897|https://www.cbc.ca/news/canada/british-columbia/low-water-levels-at-arrow-lakes-reservoir-1.7008009
